,pos,MOXI_strength_rep1,MOXI_strength_rep2,MOXI_strength_rep3,LEVO_strength_rep1,LEVO_strength_rep2,LEVO_strength_rep3,GEMI_strength_rep1,GEMI_strength_rep2,GEMI_strength_rep3,CIP_strength_rep1,CIP_strength_rep2,CIP_strength_rep3,NOR_strength_rep1,NOR_strength_rep2,NOR_strength_rep3
1882,600874,0.850711984,1.125292379,1.467025824,0.217141631,0.103011795,0.133372339,,,,,,,,,
1883,601312,0.185220749,0.159491097,0.156043824,,,,,,,,,,,,
1884,601394,0.14462872,0.10686729,0.151762232,0.094958797,0.199241718,0.074432696,0.067234542,0.094367193,0.058479131,,,,,,
1885,601466,0.172360055,0.112804769,0.145165952,0.071986882,0.114247521,0.088063729,0.055378385,0.065907515,0.040983336,,,,,,
1886,601571,0.062551997,0.056608154,0.08979439,0.079423348,0.084165211,0.054539904,,,,0.070199904,0.042829134,0.073778421,,,
1887,601579,0.095088714,0.071010293,0.137781653,,,,,,,,,,,,
1888,601643,0.12285114,0.141284794,0.129106357,0.199566403,0.252842358,0.099865334,,,,0.083581906,0.117119892,0.158774902,0.118512405,0.080759649,0.048661767
1889,601764,0.151783244,0.212679465,0.253158265,,,,0.538725325,0.560812549,0.491289776,,,,,,
1890,602421,0.071208595,0.087365268,0.096462327,,,,0.120501829,0.1018946,0.1386229,,,,,,
1891,603178,0.331694771,0.380288315,0.385715308,,,,0.154376078,0.156220563,0.105815527,0.205238539,0.184087923,0.160322203,,,
1892,604353,0.415800523,0.305667477,0.342071552,0.040522952,0.094148353,0.122404041,0.295354804,0.320818263,0.235217907,0.115107349,0.106434648,0.123998824,,,
1893,604916,0.31261374,0.222430135,0.445019876,0.102197857,0.173226334,0.095575659,0.196154885,0.116646126,0.058411924,,,,,,
1894,604940,0.272596356,0.171190931,0.296173589,,,,0.196300158,0.164514406,0.094648527,,,,,,
1895,605451,0.04097053,0.051046019,0.064049375,,,,,,,,,,,,
1896,606369,0.438428147,0.427944025,0.313880501,0.259574596,0.358389805,0.261304472,0.173622032,0.196817361,0.166199049,,,,,,
1897,606555,0.131312988,0.156840711,0.149200583,,,,,,,,,,,,
1898,607305,3.030510249,2.504364959,2.2146566,1.684441841,1.536259082,1.174750756,0.595646497,0.445927103,0.3981431,,,,,,
1899,607850,0.216135341,0.222200077,0.203448112,0.202440795,0.281143373,0.127963161,0.108807834,0.088975273,0.11152034,0.166718903,0.222951797,0.219789588,,,
1900,609685,0.252251161,0.414514411,0.180633855,0.179124201,0.269815079,0.080289071,0.091516854,0.095627203,0.055080772,0.111395064,0.191708607,0.187440414,,,
1901,610408,0.168128211,0.109667869,0.161201023,,,,,,,,,,,,
1902,610858,0.174032729,0.093881096,0.200595735,,,,,,,,,,,,
1903,611791,2.438912369,1.070077988,1.394282979,0.483893246,0.927761187,0.327822583,0.848670147,0.871663432,0.4573467,1.023115935,0.722409186,1.231010201,,,
1904,613362,0.049224505,0.058078916,0.055174939,,,,,,,,,,,,
1905,613664,0.148599265,0.086692008,0.140918513,0.058042767,0.046153317,0.058809267,,,,,,,,,
1906,613689,0.331718891,0.154268062,0.260892974,0.158254234,0.303590201,0.110694991,0.102166938,0.141702129,0.072797242,0.281850555,0.112427445,0.303010473,,,
1907,614033,0.265388219,0.273395103,0.311116273,0.121766085,0.109490322,0.115452115,,,,,,,,,
1908,614046,0.105308181,0.100109096,0.144714735,,,,,,,,,,,,
1909,614103,0.206999238,0.123634169,0.191978229,,,,0.146349239,0.126129057,0.174373537,0.147859075,0.137494801,0.264410695,,,
1910,614158,0.087011965,0.078905696,0.07460158,,,,,,,,,,,,
1911,614288,0.509347346,0.264918351,0.504218708,0.184028916,0.245268157,0.142790733,0.083570999,0.061020552,0.055813689,,,,,,
1912,614864,0.379875502,0.401928107,0.744320143,,,,0.481691078,0.473552352,0.281388017,,,,,,
1913,614918,0.061619971,0.040022866,0.083501392,,,,,,,,,,,,
1914,614923,0.117859227,0.064619397,0.081401975,0.071652387,0.065135276,0.068391192,,,,,,,,,
1915,614965,0.191055172,0.057972271,0.144357966,0.069512876,0.092412328,0.069567711,,,,,,,,,
1916,615473,0.192191232,0.155933309,0.201547775,,,,0.209359216,0.143720298,0.186965522,0.086953298,0.070396939,0.098915498,,,
1917,615530,0.048396612,0.0924822,0.095538991,,,,,,,,,,,,
1918,615700,0.308686615,0.160372846,0.176366491,0.257794692,0.321357434,0.172819372,0.107188569,0.132117972,0.101622828,0.110543474,0.103249175,0.148513954,,,
1919,615709,0.265547892,0.255057046,0.181633666,0.559208784,0.780260142,0.511161401,0.247657295,0.293512449,0.200146155,0.156508436,0.138664241,0.257101159,0.216675779,0.145261631,0.121118642
1920,615933,0.282291765,0.195861169,0.138414799,0.211632312,0.167569446,0.103385741,,,,,,,,,
1921,616211,0.287405103,0.256524974,0.333146982,0.115018818,0.165028917,0.128887177,0.074766226,0.086170629,0.065553538,,,,,,
1922,616656,0.050254625,0.16075709,0.09192996,,,,0.089250469,0.065804938,0.101420539,,,,,,
1923,616787,0.230028043,0.216172914,0.197368085,0.133927236,0.128088677,0.081256263,,,,0.149729978,0.08938283,0.234367275,,,
1924,616840,0.071839323,0.103713389,0.042933879,,,,,,,,,,,,
1925,616873,0.458781212,0.463530889,0.345750399,0.330283315,0.522027519,0.415177863,0.144725512,0.168023196,0.2219735,0.350269946,0.403290845,0.695245438,,,
1926,616999,0.046797073,0.047411679,0.060383233,,,,,,,,,,,,
1927,617023,0.106888772,0.060210026,0.054946422,0.052944093,0.041552528,0.048687367,0.052628984,0.056934132,0.041304845,,,,,,
1928,617052,0.084714255,0.051765629,0.060748309,,,,,,,,,,,,
1929,617544,0.584300161,0.404429717,0.323064421,,,,,,,,,,,,
1930,617612,0.301750138,0.190789698,0.199579544,0.085763627,0.209108574,0.100606876,0.151570017,0.123725861,0.068715151,0.102409701,0.092971122,0.173191912,,,
1931,617834,0.191389464,0.217918609,0.151212453,0.134783432,0.147697061,0.13463537,,,,0.129434624,0.085851511,0.180992963,,,
1932,619484,0.046648986,0.069468147,0.040277781,,,,,,,,,,,,
1933,619602,0.224314309,0.363061647,0.242264155,0.218699487,0.238630998,0.118260082,,,,,,,,,
1934,620721,0.256678796,0.130414902,0.160911549,0.049184054,0.087519773,0.052432278,0.158938968,0.113510251,0.088262991,,,,,,
1935,620989,0.390587438,0.282593939,0.195575572,0.081214574,0.088826825,0.126330694,,,,,,,,,
1936,620998,0.434837232,0.335008234,0.430769114,0.097588592,0.076134619,0.11387902,0.113563462,0.137370524,0.141365793,,,,,,
1937,621045,0.198527016,0.280887553,0.313169782,,,,,,,,,,,,
1938,621481,0.120291143,0.057171253,0.119786635,0.082637005,0.08695148,0.076606464,0.081251186,0.070468083,0.067534967,0.136476084,0.153337374,0.186037337,,,
1939,621492,0.20052502,0.153642203,0.179669457,0.188414382,0.089053184,0.100859726,0.089268742,0.079835639,0.077965308,,,,,,
1940,621759,0.108368511,0.073207885,0.05262395,,,,,,,,,,,,
1941,621772,0.33762746,0.270191883,0.46354778,0.193602639,0.146934601,0.244631938,0.23203204,0.257033619,0.368879826,,,,,,
1942,622104,0.322862226,0.226979363,0.360315237,0.058260805,0.043253401,0.085541742,,,,0.045281086,0.07208322,0.049389747,,,
1943,622741,0.169198579,0.17188025,0.22936201,,,,,,,,,,,,
1944,622761,0.23147925,0.205805459,0.262414164,0.131024192,0.122542321,0.103048071,0.189027022,0.226020932,0.153990576,0.137240244,0.077023346,0.112781905,,,
1945,622917,0.061961309,0.042198679,0.054753039,0.051217337,0.059437666,0.040773932,,,,,,,,,
1946,623357,0.113169161,0.105407276,0.112844509,,,,,,,,,,,,
1947,623775,0.11882415,0.086716874,0.161228875,0.103365056,0.047173349,0.159713122,,,,,,,,,
1948,623826,0.055611688,0.048641269,0.087409758,,,,,,,,,,,,
1949,624302,0.137267229,0.077340073,0.131137937,,,,,,,,,,,,
1950,624617,0.21324718,0.246814241,0.304655286,,,,,,,,,,,,
1951,625203,0.494210444,0.327532722,0.434183288,0.269546607,0.274958519,0.14879824,0.193558989,0.179839176,0.098781482,,,,,,
1952,625291,0.084681756,0.059025604,0.069752778,,,,,,,,,,,,
1953,626574,0.101648,0.056368649,0.064489762,,,,,,,,,,,,
1954,626665,0.09638938,0.093744919,0.109128469,0.289823363,0.211154574,0.275980731,,,,,,,0.096523479,0.064930998,0.052079072
1955,626675,0.429184349,0.412178579,0.302847365,0.659810458,0.433957604,0.441416183,0.174771257,0.188380269,0.347461346,,,,,,
1956,626776,0.097534419,0.058887664,0.118908703,,,,,,,,,,,,
1957,626955,0.267613424,0.121058149,0.204728828,0.228566935,0.223220643,0.134616414,0.069135132,0.117202624,0.065148055,0.088925874,0.078818021,0.165418916,,,
1958,627020,0.049126345,0.092952606,0.085704157,,,,,,,,,,,,
1959,627502,0.053942428,0.06127594,0.068754349,,,,,,,,,,,,
1960,627522,0.357988643,0.340164255,0.300180733,,,,0.19151525,0.211012712,0.087421125,0.321469785,0.328705061,0.371870646,,,
1961,628016,0.053133348,0.063883519,0.053755732,,,,,,,,,,,,
1962,628149,0.122813339,0.270362047,0.242045563,0.112242142,0.192251676,0.141801521,0.089011447,0.072827334,0.084197409,0.109124177,0.080469589,0.114427027,,,
1963,628806,0.245968421,0.184687973,0.316336352,0.08401359,0.205239906,0.113071454,0.279439027,0.300908149,0.150438171,0.226729392,0.137171174,0.370522004,,,
1964,628972,0.345621478,0.226260442,0.242086495,0.405313765,0.222161605,0.286756338,0.201195565,0.125230638,0.263435884,,,,,,
1965,628982,1.036518236,1.321213699,1.070786338,0.640410143,0.311783078,0.534748414,0.150873957,0.118189055,0.202315481,0.150795708,0.20467179,0.150733031,,,
1966,629050,0.58709448,0.40010585,0.247946787,0.168881826,0.240359258,0.196499841,0.150527154,0.162608889,0.170413863,0.357670931,0.249690816,0.446374123,,,
1967,629362,0.058523847,0.070855223,0.072937907,,,,0.049771589,0.044673497,0.048028037,,,,,,
1968,629610,0.077934061,0.097011502,0.119740867,,,,,,,,,,,,
1969,630565,0.082979344,0.108834058,0.052731726,0.083947078,0.057839325,0.068195707,,,,,,,,,
1970,630845,0.125300892,0.100018936,0.089339521,0.117698995,0.070119326,0.070185745,,,,,,,,,
1971,630855,0.261840688,0.44611919,0.297417377,0.696365433,0.681552836,0.564177322,0.090336293,0.074147527,0.110410453,0.144437706,0.277272615,0.246545352,0.141544714,0.167334743,0.109473936
1972,631390,0.263205992,0.289575816,0.237817114,0.214145627,0.459944791,0.300601965,0.053669932,0.078474067,0.091113438,0.143046878,0.099847803,0.214940701,0.165048592,0.164477883,0.103426489
1973,631503,1.668978838,1.367096841,1.253201076,0.901093386,2.154609918,1.226552073,0.624060981,0.690579609,0.50012718,0.575155273,0.374733854,1.089903271,0.120352963,0.100783098,0.099090448
1974,631760,0.058278266,0.122063349,0.135944147,,,,,,,,,,,,
1975,631828,0.327688527,0.436894813,0.559430335,0.138930303,0.289091639,0.339728579,0.393985734,0.473807237,0.372948393,,,,,,
1976,631835,0.043523311,0.092714071,0.069279371,,,,,,,,,,,,
1977,632082,0.597042683,0.592931289,0.56910934,,,,,,,,,,,,
1978,632091,0.849514134,0.935417667,0.783323333,0.65238081,1.232025379,0.724178944,0.51352644,0.605498098,0.26736586,0.252882061,0.233482989,0.313705139,,,
1979,632340,0.990362401,1.098007379,1.126143251,0.378946318,0.806602806,0.477391706,0.635543777,0.636548691,0.405629821,0.67342292,0.626781196,0.788710104,,,
1980,632677,0.208764416,0.443455801,0.327257345,,,,0.186552386,0.190858711,0.191252726,,,,,,
1981,632748,0.14543044,0.202027189,0.195678074,,,,0.105767771,0.136207755,0.096734342,,,,,,
1982,633060,0.097829272,0.147181671,0.148475859,0.063905256,0.102682651,0.088482452,,,,,,,,,
1983,633116,0.164374014,0.181613044,0.17088923,,,,,,,,,,,,
1984,633287,0.142485678,0.159552593,0.154167433,,,,,,,,,,,,
1985,633343,0.2516923,0.358121812,0.375434296,0.050659207,0.155510566,0.101404484,0.104078073,0.20061525,0.083551613,,,,,,
1986,633635,0.149881829,0.470869,0.412438784,,,,,,,,,,,,
1987,633688,0.383623764,1.415773503,0.909117811,,,,,,,,,,,,
1988,633774,0.533480147,1.130224748,1.084746318,0.319154632,0.815564183,0.378137447,0.292373669,0.524247424,0.278240557,0.417664808,0.223510076,0.937246851,,,
1989,633844,0.204610099,0.150090149,0.142134056,,,,,,,,,,,,
1990,633866,0.217746627,0.417546734,0.38025422,0.089395342,0.084943773,0.162643595,0.113963091,0.12880901,0.165420681,,,,,,
1991,634068,0.140851592,0.16796043,0.154161592,0.153021361,0.226254551,0.090397422,,,,,,,,,
1992,634096,0.153736778,0.426835956,0.233656812,,,,,,,,,,,,
1993,634200,0.141657428,0.187471964,0.180673562,0.133762358,0.254621758,0.098229365,0.102615703,0.095131826,0.053324453,0.073856036,0.139261146,0.193641071,,,
1994,634224,0.195178457,0.334503361,0.417732443,0.15262914,0.337212353,0.199255153,0.165201389,0.13334581,0.197590926,0.130895348,0.140781923,0.194736506,0.058085618,0.096724017,0.078197561
1995,634296,0.137079425,0.409381467,0.298591212,,,,0.08856643,0.136369532,0.188750401,,,,,,
1996,634304,1.118732475,0.986976584,0.912198883,1.342456116,1.640894193,0.85456445,0.482367061,0.474714989,0.400240147,0.4029454,0.365688333,0.579960935,0.210773262,0.17049536,0.115950359
1997,634764,0.311430675,0.410140465,0.516084741,,,,,,,,,,,,
1998,634799,0.165354798,0.235218872,0.210202722,0.054642242,0.125547367,0.096659194,0.087794291,0.128205746,0.07615044,0.06412943,0.0593685,0.084344926,,,
1999,634911,0.114940106,0.135124364,0.145904991,0.051239017,0.151464063,0.048801568,,,,,,,,,
2000,634992,0.047426482,0.135155394,0.088325732,0.067045209,0.135688064,0.10387663,0.056551451,0.07918069,0.040263709,0.055803741,0.045117835,0.075995328,,,
2001,635792,0.337200353,0.65544042,0.576000255,0.087538296,0.271959441,0.174227083,0.12892524,0.262021569,0.093395139,0.098078501,0.064912436,0.153473167,,,
2002,635984,0.045791211,0.057210162,0.057896853,,,,,,,,,,,,
2003,636062,0.150581694,0.197050557,0.178726005,,,,0.052479609,0.064477624,0.046813931,,,,,,
2004,638839,0.111613898,0.052286016,0.08219987,,,,,,,,,,,,
2005,639087,0.140084506,0.17663691,0.140083882,0.143133517,0.239579671,0.087914243,,,,,,,,,
2006,639242,0.420435817,0.486875842,0.608610528,0.135332791,0.166732432,0.25628375,0.225522071,0.203272074,0.169485534,,,,,,
2007,639264,0.131702835,0.107371872,0.127519645,,,,,,,,,,,,
2008,640043,0.09463684,0.087116886,0.08563981,,,,,,,,,,,,
2009,640301,0.490897649,0.533213834,0.617745315,0.47457297,0.633779234,0.52143789,0.229544323,0.275421267,0.257972573,0.227755797,0.270313228,0.39798933,0.120582291,0.077610176,0.103353256
2010,640391,0.521830968,1.024286919,1.033996744,0.604787171,0.511639663,0.378280981,0.293257952,0.338509638,0.375465262,,,,,,
2011,640649,0.162769956,0.192584697,0.234625665,0.264581218,0.3555813,0.247619059,0.121387518,0.115846288,0.089474097,,,,,,
2012,640785,0.086981153,0.097541209,0.103381924,,,,0.074004058,0.053330092,0.077996146,,,,,,
2013,641144,0.112584953,0.155275092,0.104248332,,,,0.109280996,0.110697213,0.120865259,,,,,,
2014,641335,0.218464159,0.375897241,0.411274428,,,,0.428444152,0.52418212,0.412597043,,,,,,
2015,641662,0.308713058,0.282044114,0.292689476,0.225428702,0.178853821,0.124697848,0.132794543,0.15170139,0.154183794,0.177774566,0.122516388,0.176027921,0.161768263,0.141468785,0.081555399
2016,641731,0.466335555,0.679286253,0.452725124,0.093853597,0.068476369,0.13403459,0.144979072,0.14068791,0.11564905,,,,,,
2017,642324,0.041388668,0.067733756,0.042653845,,,,,,,,,,,,
2018,642486,0.394736087,0.378403841,0.375225347,0.043812136,0.063957015,0.046058127,0.20323515,0.246749762,0.140592411,,,,,,
2019,642973,0.714273426,0.839768199,0.766836887,0.463587547,0.401389598,0.357140017,,,,,,,,,
2020,643324,0.13515829,0.08547833,0.114747054,0.101005344,0.144123415,0.090275188,0.082819395,0.058120885,0.088018393,,,,,,
2021,643845,0.108868569,0.08089681,0.096877434,0.057486343,0.102405669,0.050869068,,,,0.107649455,0.058951224,0.128746957,,,
2022,644658,0.507367916,0.377263173,0.342792611,0.231089306,0.284484759,0.134089983,0.222822203,0.234653109,0.095136585,0.330758805,0.231983263,0.32009231,,,
2023,644979,0.157599214,0.116876022,0.169708925,0.081767473,0.089632024,0.060801573,,,,,,,,,
2024,645030,0.044351715,0.05128517,0.042156298,,,,,,,,,,,,
2025,645313,0.057617564,0.142175149,0.158667862,0.072055479,0.048001801,0.13093242,0.046284574,0.085660947,0.137353816,,,,,,
2026,645326,0.076585452,0.086850243,0.100883005,0.120386914,0.153909777,0.051504997,,,,,,,,,
2027,645391,0.167251334,0.117829192,0.107534988,0.061485785,0.088142719,0.092158204,0.162715518,0.137677197,0.104901405,,,,,,
2028,645560,0.057724762,0.112119906,0.124219597,0.090024201,0.112817555,0.160762245,0.051712165,0.055748864,0.052452687,,,,,,
2029,645851,0.161483257,0.128097697,0.134169761,,,,,,,,,,,,
2030,646096,0.567927822,0.395629669,0.480911647,0.229599174,0.268184354,0.111034065,,,,0.274553981,0.287797127,0.306123975,,,
2031,646262,0.351870481,0.61968519,0.69966953,0.690598835,0.382608369,0.633003585,0.270933992,0.300735949,0.313532861,0.14509175,0.144737588,0.10207246,,,
2032,646295,0.889553784,0.926160394,1.054226699,0.903749905,1.204984571,0.914554475,0.220703998,0.3224596,0.356864766,0.264550011,0.507322708,0.306509935,0.200053694,0.264384074,0.093899999
2033,646975,0.079340704,0.086996095,0.100201183,,,,,,,,,,,,
2034,647442,0.07413203,0.156050486,0.154464059,0.11480602,0.184094934,0.130874458,,,,0.086861207,0.111600926,0.113042975,,,
2035,647543,0.332017045,0.396357843,0.488265769,0.262710763,0.298028614,0.290311074,0.319356965,0.353940644,0.376041945,0.076261609,0.067492708,0.077365939,,,
2036,647680,0.096878861,0.089070326,0.075732228,0.052435593,0.081688183,0.063220314,,,,,,,,,
2037,647930,0.15579519,0.114429791,0.097058084,,,,,,,,,,,,
2038,648154,0.108672594,0.126671368,0.113188666,,,,,,,0.054234217,0.11100761,0.059344096,,,
2039,648190,0.146299271,0.110676712,0.162246764,0.057716073,0.081073434,0.067626735,,,,,,,,,
2040,648369,0.169243373,0.214273261,0.20724907,,,,0.183365666,0.23179277,0.082886869,,,,,,
2041,648484,0.143899587,0.128669418,0.127529776,0.095109023,0.067752021,0.089757509,0.111999052,0.113552495,0.086925153,0.040097922,0.073041969,0.054692761,,,
2042,648833,0.077638964,0.194999974,0.248727962,0.167868165,0.364567816,0.349904589,,,,0.106737268,0.120148369,0.160910545,,,
2043,649192,0.14559769,0.125482885,0.158664003,0.233161957,0.28145087,0.208503493,,,,,,,,,
2044,649534,0.045191741,0.116578692,0.089364997,,,,,,,,,,,,
2045,649653,0.145849823,0.163222129,0.119677515,,,,0.064549172,0.087393278,0.048452653,,,,,,
2046,649733,0.180383553,0.10735406,0.099187791,0.112956626,0.17165594,0.087148339,,,,,,,,,
2047,649832,0.684701369,0.60147663,0.534739373,0.38444601,0.497881129,0.289818977,0.331386889,0.440279813,0.279979538,0.307099617,0.18456246,0.331407037,,,
2048,649932,0.172716627,0.09723745,0.098426454,,,,0.069046553,0.067398799,0.049250843,,,,,,
2049,650629,0.076386505,0.105228884,0.093087612,0.168228137,0.200587139,0.154592223,,,,,,,0.060387282,0.078940873,0.050322318
2050,650639,0.067520969,0.060859539,0.062322214,,,,,,,,,,,,
2051,650675,0.071094728,0.099745495,0.105023154,,,,,,,,,,,,
2052,650749,0.068918377,0.072210997,0.055555415,0.058663737,0.083057824,0.040645135,,,,,,,,,
2053,650872,0.11406891,0.104378086,0.120173008,,,,,,,,,,,,
2054,650993,0.544344117,0.845860249,1.035829487,,,,,,,,,,,,
2055,651502,0.118662178,0.09071164,0.142224043,,,,,,,,,,,,
2056,652783,0.048582795,0.085065907,0.114841759,,,,,,,,,,,,
2057,652840,0.419823409,0.361848282,0.384509116,0.125428924,0.251822795,0.125613778,0.190610324,0.173786802,0.148803274,0.29293463,0.257883955,0.36058286,,,
2058,652863,0.115233191,0.118903257,0.188612343,0.150851709,0.26260909,0.148599957,0.128702399,0.167455158,0.125173238,,,,,,
2059,652897,0.084827403,0.095112787,0.097093346,,,,,,,,,,,,
2060,652957,0.061493849,0.125602164,0.271767028,,,,0.297171121,0.194439302,0.426771895,,,,,,
2061,653221,0.323029086,0.727286904,0.385515988,0.109310552,0.268696978,0.173090656,0.360733251,0.410679711,0.231658964,0.333071211,0.302486166,0.375585632,,,
2062,654081,0.822315135,0.993686995,0.708784637,0.240246722,0.126685018,0.093623249,0.374895819,0.416287082,0.314077632,,,,,,
2063,654180,0.043221194,0.06711206,0.131422528,,,,0.075151606,0.061944967,0.043727201,,,,,,
2064,654305,0.900694282,0.862440693,0.778357535,0.233519665,0.077268777,0.040478535,0.374750625,0.41566855,0.439058184,,,,,,
2065,654332,0.096132976,0.213057621,0.094943584,,,,,,,,,,,,
2066,654412,0.170420031,0.142191997,0.161325138,,,,,,,,,,,,
2067,654660,0.108768733,0.064056103,0.056104154,,,,,,,,,,,,
2068,654741,1.758802697,0.79839709,0.884847338,0.70689956,1.0885974,0.568925661,0.702012985,0.743603024,0.51755875,0.527149044,0.308857614,0.53182446,,,
2069,656772,0.13356415,0.089425109,0.073330769,0.090649648,0.112928412,0.051358556,,,,,,,,,
2070,656911,0.108631176,0.073460927,0.099102252,0.084836918,0.145100985,0.067196793,,,,,,,0.044597513,0.074009626,0.040787185
2071,657363,0.184929109,0.239332374,0.188443537,,,,0.129022741,0.100470793,0.123853253,,,,,,
2072,657525,0.210487366,0.118094073,0.105119459,0.16952331,0.10950675,0.129854172,,,,,,,,,
2073,658395,0.413522214,0.438216675,0.454445193,,,,,,,,,,,,
2074,658463,0.058588466,0.072984584,0.054036035,0.070572935,0.075796013,0.052344788,,,,,,,,,
2075,658760,0.878966367,0.707496242,0.811869762,,,,0.450297401,0.361899367,0.194608067,0.368673564,0.26512533,0.665799124,,,
2076,658936,0.082132056,0.063198714,0.075283474,,,,,,,,,,,,
2077,658994,0.089775431,0.054581903,0.051256375,,,,,,,,,,,,
2078,659014,0.246133511,0.252430641,0.23574517,,,,,,,0.077267875,0.100753847,0.109447943,,,
2079,659047,0.044102508,0.121197759,0.052134879,,,,,,,,,,,,
2080,659897,0.154983216,0.101081491,0.049303577,0.195597297,0.204539378,0.089818062,,,,0.087099481,0.057429523,0.16281155,0.092351056,0.100835635,0.075308597
2081,660036,0.193546009,0.167425774,0.178899553,0.160870358,0.176002272,0.109696936,0.06880772,0.091079572,0.09013954,,,,,,
2082,660159,0.283435332,0.17064065,0.25807322,0.264502599,0.33870764,0.176183655,0.084523302,0.075949311,0.040852912,,,,,,
2083,660380,0.049819955,0.045069603,0.060626153,,,,,,,,,,,,
2084,660526,0.042033006,0.050504848,0.060956669,,,,,,,,,,,,
2085,660997,0.081483231,0.104539384,0.077356768,0.134533713,0.083425903,0.05957618,,,,,,,,,
2086,661095,0.055430484,0.156671424,0.171949429,,,,0.11103394,0.159679912,0.257873311,,,,,,
2087,663429,0.089071669,0.13016208,0.088171618,,,,,,,,,,,,
2088,663761,0.089567172,0.052022634,0.058384151,,,,0.057212036,0.045290771,0.046960163,,,,,,
2089,664166,0.153467143,0.148457697,0.173067961,,,,0.051893766,0.050275017,0.057140325,,,,,,
2090,664181,0.098548144,0.07051179,0.103689526,,,,,,,,,,,,
2091,664781,0.47637777,0.280088926,0.318870506,0.166426807,0.263613829,0.142608142,0.138061423,0.183925484,0.111592933,0.080544298,0.118257532,0.186539285,0.101767558,0.069222734,0.050558319
2092,664808,0.175352959,0.112051036,0.214667192,0.18321288,0.27320116,0.154878326,0.13209737,0.152856635,0.116828815,,,,,,
2093,665045,0.103032946,0.118224914,0.167006908,,,,,,,,,,,,
2094,665240,0.091426987,0.077851819,0.115995344,0.047876703,0.103993413,0.109074434,0.066579271,0.114501336,0.132729572,,,,,,
2095,665684,0.167878954,0.159605584,0.205248727,,,,,,,,,,,,
2096,665735,0.682386482,0.743831549,0.686362926,0.473624003,0.655124945,0.464905524,0.388503616,0.354525639,0.281351517,0.26125372,0.269593354,0.367331548,,,
2097,665848,0.316324866,0.272512264,0.316983811,0.114845048,0.052391408,0.078261289,0.334480588,0.320265073,0.294475354,,,,,,
2098,666481,0.196943172,0.166215549,0.162278965,,,,,,,,,,,,
2099,666506,2.31130236,1.509680855,1.801759036,1.138843325,1.942519593,1.12050736,1.400847838,1.403659202,0.800943125,1.189559047,0.556120409,1.561477371,0.107066458,0.067772637,0.04029842
2100,666709,0.065733358,0.10787683,0.19172171,,,,,,,,,,,,
2101,666721,0.187611228,0.165147017,0.142539574,,,,0.088909447,0.078896344,0.057928178,,,,,,
2102,666791,0.103294997,0.094565588,0.09878462,,,,,,,,,,,,
2103,667088,0.065433685,0.0582815,0.047232172,,,,,,,0.045091017,0.057868634,0.049545666,,,
2104,667966,0.995332538,1.060403468,1.2056272,,,,,,,,,,,,
2105,667977,0.141737124,0.14673227,0.298853345,,,,0.220876286,0.343167933,0.178415853,0.08414099,0.115964631,0.202608248,,,
2106,668023,0.14827648,0.177785776,0.271913101,,,,,,,,,,,,
2107,668255,0.184276635,0.133735583,0.111621134,0.070770323,0.089470569,0.062163443,,,,,,,,,
2108,668429,0.237638203,0.196981239,0.13485434,0.114744668,0.166821374,0.112702999,,,,,,,,,
2109,668540,0.117690709,0.052856584,0.107742647,0.043840715,0.059799451,0.046543948,0.068987233,0.07454023,0.051271885,,,,,,
2110,668619,0.083217808,0.042998668,0.042600781,,,,0.068028135,0.051707346,0.061276406,0.069887484,0.043214818,0.079079361,,,
2111,668904,0.156135463,0.2784635,0.357043941,0.224691373,0.110613452,0.044816299,0.248026132,0.272787928,0.268160844,0.134042639,0.167698115,0.105519374,,,
2112,668910,0.070800893,0.127182771,0.180871173,,,,,,,,,,,,
2113,668922,0.192919084,0.209344394,0.20824263,0.197081442,0.2823214,0.232598808,0.116421192,0.12302222,0.202021485,0.183457508,0.11943602,0.221619457,0.076372452,0.098085195,0.06804258
2114,669432,0.088506847,0.156165259,0.060783893,,,,,,,,,,,,
2115,669454,0.215636047,0.392868993,0.313929491,0.236852244,0.22679957,0.188029156,0.086105371,0.095243635,0.099578264,,,,,,
2116,669784,0.069043062,0.067582721,0.049142632,,,,,,,,,,,,
2117,670470,0.538893717,0.263526901,0.456192982,,,,0.25094493,0.341756949,0.129446129,,,,,,
2118,670921,0.488081268,0.31140304,0.316025428,0.131975239,0.229711552,0.093328562,0.137354786,0.165495217,0.050506152,0.252645538,0.186091136,0.419448404,,,
2119,671022,0.674392661,0.753504682,0.466041171,0.392774804,0.347302355,0.394775403,0.177825156,0.196533191,0.239354408,0.1930315,0.233033519,0.215109896,,,
2120,671143,2.770503571,1.277819995,1.627217179,0.396153943,0.918914622,0.277086762,0.67222291,0.904189493,0.359816026,1.165519384,0.642601614,1.652845911,,,
2121,671217,0.114169664,0.114740688,0.088478412,0.045916457,0.117102385,0.048083915,0.049495781,0.064844609,0.059616376,0.063600045,0.056581109,0.138526552,,,
2122,671602,0.205897876,0.229827399,0.311409245,,,,0.206984801,0.212181474,0.414409614,0.171278209,0.121515977,0.129083956,,,
2123,671738,0.472613297,0.321940217,0.360304885,0.562345948,0.621604368,0.322944432,0.132924487,0.198058887,0.144242246,0.249133721,0.34693244,0.301719177,0.291896063,0.31199688,0.150843705
2124,671865,0.136794161,0.09432489,0.082120678,0.109620126,0.096165363,0.077420068,,,,,,,,,
